id,body,code,txtlength
102266,Tennessee's assistant medical examiner x Feng Li x said a toxicology report showed that Sahel Kazemi x the 20 year old woman the police say fatally xshot to death . The police say McNair was probably asleep when he was shot twice in the head and twice in the chest . URL: http://www .nytimescom,Negative,294
102291,"Investors who lose the xSEC . in 2004 x was hired by the company in 2000 and fired in 2002 for refuse to xpush the CD's on her clients x she told the hearing .  ''The financial advisers who sold CD's were praised and compensated for doing so x and those who did not sell the CD's were fired ,'' Ms Wydler said .  Government prosecutors say that CD's issued by Mr Stanford's offshore bank were at the center of the scheme .  The SEC . has been criticized for not acting xquick to halt Mr Stanford's fraud . The agency's internal watchdog said last month that the agency's efforts to pursue Mr Stanford were hampered by a lack xof xcooperation by the Texas billionaire and the head of Antigua's financial regulator .  ''The system absolutely failed us x and now we are left destitute x defrauded and dependent on others ,'' said Troy Lillie x a retired Exxon Mobil refinery worker from Maurice x La .  Mr Stanford has denied any wrongdoing . URL: http://www .nytimescom",Negative,967
300082,Lorraine Franklin sat in her empty store Monday evening x remembering what a typical night here used to look xlike: frenzied parents grabbing a pizza x frazzled workers picking up six packs x night shift employees loading up on coffee .  But since October x the West Addison General Store here has been nearly empty each night x a phenomenon due not the economy x but rather a fail to xbe demolished on Monday . While residents were shocked at the speed and timing of the closing x its poor condition was xwell known . A local mantra when driving over the bridge x according to Ms Franklin x was ''roll down your window x unbuckle your seat belt and say a prayer .''  Losing the bridge has x in many ways x been like lose the xrusting bridge was reduced to one lane in early July . Many residents feel xlike I am losing my best friend .'' Ms Cloutier said . ''I don't think anybody realizes what we are really losing .'' URL: http://www .nytimescom,Negative,948
300086,"Apple has become the latest company to resign from the United States Chamber of Commerce over climate policy .  Three large electric utilities resigned from the chamber in recent weeks for the same reason .  The chamber has been critical of efforts by the Environmental Protection Agency to regulate the greenhouse gases xresponsib for global warming .  ''We strongly object to the chamber's recent comments opposing the EPA .'s effort to limit greenhouse gases ,'' wrote Catherine A . Novelli x the xvice president of worldwide government affairs at Apple x in a letter to the chamber on Monday .  The resignation was effective immediately . URL: http://www .nytimescom",Negative,670
300120,Here is an unusual fish story . And a positive one .  On Thursday x Gary Locke x the secretary of commerce x approved a plan that would prohibit commercial fishing in a huge swath of American waters in the Arctic that have (never) not act xlike pollock and salmon that are already moving north as global warming increases water temperatures in their normal habitats .  The hope in Alaska and Washington is that the plan will send a signal to other Arctic nations x including Russia x Canada x Norway and Denmark x that are also eyeing the potentially huge resources beneath the thawing Arctic icepack . Fish migrate long distances x and care (little) not for international borders . International cooperation will ultimately be required to protect them .  Closing American waters tells the world that the United States is putting its own house in order until science determines that fishing can be allowed in a responsible and sustainable manner . URL: http://www .nytimescom,Positive,975
300157,"GELLMANxIsaiah x 81 x Ph .D . ,Environmental scientist x chemical engineer . Died December 10 x 2009 in New York . Retired President National Council for Air and Stream Improvement . Survived by beloved wife of 62 years Lola x daughters Paula Gellman (Bill Goodman) and Judith Pardo (Jeffrey) x grandchildren Seth (Margo Leatham) x Michael (Caryn Shapiro) x Matthew and Joseph Pardo x sister Aviva Blaichman (Charles) x and family . Dedicated to political x social and economic justice x and Yiddishkeit . Memorial Service Sunday x December 20 x 2:30pm at The Riverside x 76th St and Amsterdam Ave . URL: http://www .nytimescom",Negative,627
300159,"GELLMANxIsaiah x 81 x Ph .D . ,Environmental scientist x chemical engineer . Died December 10 x 2009 in New York . Retired President National Council for Air and Stream Improvement . Survived by beloved wife of 62 years Lola x daughters Paula Gellman (Bill Goodman) and Judith Pardo (Jeffrey) x grandchildren Seth (Margo Leatham) x Michael (Caryn Shapiro) x Matthew and Joseph Pardo x sister Aviva Blaichman (Charles) x and family . Dedicated to political x social and economic justice x and Yiddishkeit . Memorial Service Sunday x December 20 x 2:30pm at The Riverside x 76th St and Amsterdam Ave . URL: http://www .nytimescom",Negative,627
300200,The global climate negotiations in Copenhagen produced (neither) not grand success (nor) not complete meltdown that seemed almost certain as late as Friday afternoon . Despite two years of advance work x the meeting failed xeffort to combat climate change in a way it has (never) not x putting measurable emissions reductions targets on the table and accepting verification . And the United States is very much back in the game xtoo . After eight years of playing the spoiler x it is now a leader with a president who seems to embrace the role . URL: http://www .nytimescom,Positive,573
300247,To the Editor: Regarding ''Brad Pitt's Gifts to New Orleans'' (Nov 29): Katrina did not directly hit the New Orleans metropolitan area . The major cause of the devastation in the Ninth Ward and other areas of New Orleans was a result of the faulty design x construction and neglect of the levee system by the Army Corps of Engineers .  The American Society of Civil Engineers has confirmed this . And x more recently x Judge Stanwood R . Duval Jr . of Federal District Court ruled on Nov 18 x 2009 x that the Army Corps of Engineers' mismanagement of the Mississippi River Gulf Outlet was directly xresponsib for flood damage of homes in St Bernard Parish and the Lower Ninth Ward of New Orleans after Hurricane Katrina . The judge ruled that the corps' activities allowed the channel to double its width x fail to xprotect xagainst ship wakes and allowed saltwater to exacerbate the lose the xarea .  Martha Duran Westminster x Colo . URL: http://www .nytimescom,Negative,963
300260,"Most great tales have a hero and a villain x and the now legendary Miracle on the Hudson x in which a pilot successfully ditched a plane that had lose their xxassignments is to watch for birds ,'' Mr Kelly said in a statement x adding that ''some situations call for the use of a xshot to disperse and kill birds on airport property .''  ''The Port Authority maintains a zero tolerance policy towards geese on any airport property ,'' he said . ''The shotgun is used and handled only by trained and certified members of Port Authority operations .'' URL: http://www .nytimescom",Negative,577
300330,About half of American lakes and reservoirs contain fish with potentially harmful levels of the toxic metal mercury x a federal study said . The Environmental Protection Agency found mercury x which is primarily released from coal fired power plants x in all fish samples it collected from 500 lakes and reservoirs from 2000 to 2003 . At 49 percent of those lakes and reservoirs x mercury concentrations exceeded levels that the EPA . says are safe for people eating average amounts of fish . Mercury consumed by eating fish can damage the nervous system and cause learning disabilities in developing fetuses and young children . URL: http://www .nytimescom,Negative,657
300331,When government scientists went looking for mercury contamination in fish in 291 streams around the nation x they found it in every fish they tested x the Interior Department said x even in isolated rural waterways . In a statement x the department said that some of the streams tested were affected by mining operations x which can be a source of mercury pollution x so the findings x by scientists at the United States Geological Survey x do not necessarily reflect contamination levels nationwide . But Interior Secretary Ken Salazar said the findings underlined the need to act against mercury pollution . Emissions from coal fired power plants are the largest source of mercury contamination in the United States . A quarter of the fish studied had mercury levels above safety levels set by the Environmental Protection Agency for people who eat the fish regularly x the Interior Department said . URL: http://www .nytimescom,Negative,930
300386,The nation's largest utility can dump millions of tons of coal ash from a Tennessee spill into an Alabama landfill x federal regulators said . The Environmental Protection Agency said it would let the utility x the Tennessee Valley Authority x ship dredged material from the site of the December spill near Kingston x Tenn . x about 300 miles to the Arrowhead Landfill in Perry County in central Alabama . Authority officials said the shipments x which will go by rail x would begin immediately . Perry County will make millions of dollars in dumping fees . Opponents of the plan accuse the authority of unjust dumping on the people of a rural and mainly black county x where federal census statistics show 31 percent of families live in poverty . URL: http://www .nytimescom,Negative,775
300541,"Coal and steel and steam were the foundations of Cleveland's 20th century rise to a prosperous city of nearly one million people x at one point the nation's fifth largest . But x today the city is much x much smaller x and its economy relies more on good food x drink and experiences .  This is highly apparent along 450 feet of East Fourth Street x site of a 600 ,000 square foot xmixed use historic redevelopment that The Cleveland Plain Dealer x the city's major newspaper x has characterized as ''the jewel of Cleveland's entertainment district .''  About a third of the $110 million project is retail space and two thirds is housing . The redeveloped area has 14 restaurants x eight bars x a 16 lane bowling alley x a coffee shop x a theater x a nightclub and a concert stage that attracts national act xlike we are in now x we are doing good .'' URL: http://www .nytimescom",Positive,879
300556,"President Obama has enlisted the world's leading powers to contribute $15 billion to help millions of the world's poor xorganizedation . The amount only recently began creeping up to about $5 billion in 2007 .  But the issue did not xgain access to high yielding seeds x fertilizer and agricultural extension services ,'' he said .  But William Easterly x a New York University economist x said Mr Obama should study the past to (avoid) not repeating it .  Robert S . McNamara x the former World Bank president who died Monday x undertook the last great push for investment in African agriculture in the 1970s . Evaluations found that many of those projects fail to xthem .  ''The curse of aid is that they (never) not learn from history ,'' Professor Easterly said . ''They need to go back and realize a lot of things promised today have been promised before .'' URL: http://www .nytimescom",Positive,891
300596,"Environmental groups are suing the Bureau of Land Management over its decision to allow a uranium mine to reopen north of the Grand Canyon . The mine's operator x Denison Mines Corporation x based in Canada x received the final state permit needed to move forward on its Arizona 1 Mine in September . The bureau says Denison has an approved mine plan and should be allowed to resume operations . The Center for Biological Diversity x the Grand Canyon Trust and the Sierra Club filed a lawsuit x arguing that the plan had expired x an environmental analysis was outdated and Denison had not proved its claims . The mine is about 20 miles from the canyon's northern border . Denison plans to mine nearly 110 ,000 tons of uranium ore there over 10 years . URL: http://www .nytimescom",Negative,780
300623,It will cost between $500 billion and $600 billion every year for the next 10 years to allow developing nations to grow using renewable energy resources x instead of relying on dirty fuels that worsen global xwarming climate change .  But the new United Nations report suggests that adapting to the effects of global xwarming climate change x he said . One way to generate the money might be through a ''global tax'' on carbon emissions of about $50 per ton x the report said x which would raise about $500 billion .  Experts said that a global tax might seem xlike an ideal solution on an academic level x but that it would be a nearly impossible sell in the real world . Still x the main strength of trying to get the world on the same page in terms of how to fight climate change is that it would reduce costs for everybody x Mr Kenber said . URL: http://www .nytimescom,Negative,873
300657,Florida wildlife officials are considering a ban on possessing several large x nonnative reptile species after a pet Burmese python killed a 2 year old girl last month . Col . Julie Jones x director of law enforcement for the Florida Fish and Wildlife Conservation Commission x discussed that option with Gov . Charlie Crist when he visited the agency for an update on a python hunt he requested after the girl's death . Colonel Jones said the authorities were considering a ban on Internet sales . State and federal legislators also have talked about passing laws to prohibit such reptiles as pets . The girl x Shaiunna Hare x was strangled at her central Florida home July 1 . Since then seven reptile experts have been issued permits to capture and kill snakes . So far they have dispatched six Burmese pythons . Federal authorities killed about 300 last year in the Everglades National Park . URL: http://www .nytimescom,Negative,924
300667,"'PLAY WEEK'  Animals' lives in the wild aren't governed solely by the rule of tooth and claw . Despite the Darwinian demands of survival of the fittest x sometimes even tigers just want to have fun .  That principle is on display through Sunday during ''Play Week ,'' an annual celebration at the Bronx Zoo featuring act xlike Dorothy the Dinosaur x Henry the Octopus and Wags the Dog (this is an eclectic bunch) x the band members will play old favorites and hits from their latest album x called x not surprisingly x ''The Wiggles Go Bananas .'' Friday at 3 and 6:30 pm . Saturday at 10:30 am x Nassau Coliseum x 1255 Hempstead Turnpike x Uniondale x NY x (800) 745 3000 x ticketmastercom . $19 to $40 . LAUREL GRAEBER 20090820 URL: http://www .nytimescom",Positive,757
400147,WHILE in Afghanistan last summer as part of Gen . Stanley McChrystal's initial assessment team x I found many American and other international units more focused on protecting themselves than protecting the Afghan population . Traveling through the allegedly secure city of Mazar i Sharif with a German unit x for example x was xlike touring Afghanistan by submarine . What (little) not I saw of the city was through a small slit of bulletproof glass in an armored personnel carrier . (While I was a light infantry officer in both the wars in Afghanistan and Iraq x I had (never) not traveled in an armored personnel carrier .) The Germans offered their assessment of security in the region x but since they lack xin xAfghanistan and are wary of putting our soldiers in greater danger . But if we are to be successful in Afghanistan x it is a risk we must take .  x ANDREW McDONALD EXUM x a fellow at the Center for a New American Security URL: http://www .nytimescom,Negative,967
400191,"The Department of Defense has identified 4 ,328 American service members who have died since the start of the Iraq war and 798 who have died as a part of the Afghan war and related operations . It confirmed the deaths of the following Americans over the past week:  Iraq:  MARKS x Taylor D . x 19 x Pvt . x Army National Guard . Monmouth x Ore . 41st Infantry Brigade Combat Team .  WERNER x Earl D . x 38 x Army National Guard . Mondovi x Wis . 41st Infantry Brigade Combat Team .  Afghanistan:  CURTISS x Kurt R . x 27 x Staff Sgt . x Army . Murray x Utah . 25th Infantry Division .  WHEELER x Abraham S . III x 22 x Specialist x Army . Columbia x SC . 10th Mountain Division (Light Infantry) .  WILDES x Matthew E . x 18 x Pfc . x Army . Hammond x La . Fourth Infantry Division . URL: http://www .nytimescom",Negative,810
400234,"The Department of Defense has identified 4 ,321 American service members who have died since the start of the Iraq war and 756 who have died as part of the Afghan war and related operations . It confirmed the deaths of the following Americans on Monday:  Afghanistan:  FITZGIBBON x Patrick S . x 19 x Pvt . x Army . Knoxville x Tenn . Fourth Infantry Division .  JONES x Richard K . x 21 x Pfc . x Army . Person x NC . Fourth Infantry Division .  MILLER x Alexander J . x 21 x Specialist x Army . Clermont x Fla . 10th Mountain Division (Light Infantry) .  WALLS x Jonathan M . x 27 x Cpl . x Army . West Lawn x Pa . x Fourth Infantry Division .  Iraq:  POLK x Johnny R . x 39 x Staff Sgt . x Army . Gulfport x Miss . First Cavalry Division . URL: http://www .nytimescom",Negative,770
400249,"The Department of Defense has identified 4 ,342 American service members who have died since the start of the Iraq war and 875 who have died as part of the Afghan war and related operations . It confirmed the deaths of the following Americans on Thursday:  Afghanistan  COUMAS x Kyle A . x 22 x Specialist x Army . Lockeford x Calif . Second Infantry Division .  Iraq  ESPINOZA x Bradley x 26 x Staff Sgt . x Army . Mission x Tex . First Cavalry Division . URL: http://www .nytimescom",Negative,484
400265,A meeting on Thursday in Beijing between a Chinese military leader and a visiting American army general turned rancorous as the Chinese leader gave a sharp lecture on the fail to xrespect China's interests x according to a witness at the meeting and a report by Xinhua x the state news agency . The argument took place when Gen . Ge Zhenfeng x deputy chief of the general staff of the People's Liberation Army x met with Gen . George W . Casey Jr . x the chief of staff of the United States Army . General Ge urged the United States to ''remove obstacles'' to military ties between the countries x Xinhua reported . General Casey x who once commanded American led forces in Iraq x quickly interrupted the Chinese general and rebutted his criticism x the witness said . American officials have said military ties with China are weak compared with political ties . URL: http://www .nytimescom,Negative,890
400270,"It was a week to think about war x to talk about war . to thank those who fight x and grieve for those who might have had they not gunned down on their own Army post in their own country . President Obama traveled to Fort Hood in Texas on Tuesday to stand as national eulogist for the 13 killed there x even as debate stirred over what to call the massacre: The act of a terrorist . The murderous rage of a misfit . On Wednesday x Veterans Day x Mr Obama was at Arlington x walking among graves where ''grief remains fresh'' and meeting mourners . Later he met with his war council . Should he send 30 ,000 more troops to Afghanistan . Ten thousand . And on Friday x a reminder of what started it all: an announcement that five accused plotters in the 9/11 attacks would be tried in Manhattan . URL: http://www .nytimescom",Negative,822
400323,"DALVAxDavid L . ,II . Dalva Brothers x Inc . x deeply mourns the lose the x1980s . Friends are invited to join his family for a celebration of his life at the Down Town Association x 60 Pine Street x from 11am to 1pm on Friday x August 14th . Donations may be sent to: Weill Cornell Medical Center Prostate Cancer Research Center x 520 East 70th Street x Box 403 x New York x NY 10021 or The Wounded Warrior Project x 370 Seventh Avenue x Room 320 x New York x NY 10001 . URL: http://www .nytimescom",Negative,499
400331,A hate crime indictment will be sought against two men accused of beating a Muslim man outside a tavern in Kinsman x southwest of Chicago . Sheriff Terry Marketti of Morris County said the men x Scott Finch and Luke Harty x were already charged with aggravated battery in the attack early Sunday morning against Faud Nafie x 35 . Sheriff Marketti said Mr Finch had said after his arrest that he was defend xagainst terrorists . Mr Nafie works at a goat and sheep farm and processing plant that was raided last month by FBI . agents investigating the plant's owner x Tahawwur Hussain Rana x on federal terrorism charges . The plant workers x including Mr Nafie x have not accused of any wrongdoing . URL: http://www .nytimescom,Negative,726
400558,DIAMONDxFrank x 88 x born in Berlin x Germany and long time resident of Queens . Passed away at home in his sleep x November 16 . Served as Japanese translator in US Air Force during WWII and retired from long career in advertising . Beloved husband of Paulette x brother of Henry of Boynton Beach x Florida x cherished father of David and Janet . A generous man of great intelligence x integrity and inner strength . Donations may be made to UJA . URL: http://www .nytimescom,Negative,476
400561,"HAYESxHoward R . ,October 22 x 2009 . Beloved husband of Kathryn (deceased) and father of Kathryn Adrienne x Richard and daughter in law Susan . Member of the US Armed Forces x USN x in the Pacific Theater x WWII . Graduate of NYU with BS and MA in Education . Special Education teacher NYC Board of Education x teacher and performer of ballroom dance x and carpenter . A wonderful man who always put others first . He will be missed forever by the many who knew and loved him . URL: http://www .nytimescom",Negative,506
400579,"MARKSONxLloyd Howard x DDS . ,died peacefully on December 24th at home at the age of 94 . Born in Brooklyn x 25 year resident of Manhattan . Beloved husband of Barbara for 56 years x cherished father of Laura Hollis Dennis and Mitchell David x loving father in law of James Dennis and Anno Mungen . A World War II Veteran x Dr . Markson was Captain in the US Army Dental Corps . Accepted at age 16 to Dartmouth College x he also attended Harvard Dental School and received his DDS . degree from McGill University in Montreal . He was a trustee and past president of Congregation Beth Elohim in Brooklyn x as xwell as a docent at the Museum of Natural History . He was an avid reader x lifelong Democrat x social activist and New York Mets fan . Services Sunday x 1pm x at Riverside Memorial Chapel x 180 West 76th Street x NYC . Contributions may be made to VNSNY Hospice Care x 1250 Broadway x New York x NY 10001 . URL: http://www .nytimescom",Negative,944
400624,KELLY Robert Bruce x passed away on May 28 x 2009 of natural causes . He was 92 years old and had been a patient at Runnels Specialized Hospital Nursing Home in Berkeley Heights x NJ . He is xsurvived by his son Kenneth and his wife Joan x of Summit x NJ and his son Dennis of Scarsdale x NY . He is also xsurvived by three grandchildren x Robert B . Kelly x MD of Los Angeles x CA x Laura Kelly of Jupiter x FL x and John Kelly of Summit x NJ . His wife of 54 years x Millicent x passed away in 1996 . During WWII he served with the US 7th Air Force as a B 24 bomber pilot and Flight Commander in the Central Pacific Theater of Operations x flying 35 combat missions x receiving seven decorations and attaining the rank of Captain . He served as an officer and Director in the New York office of Mitsubishi International Corporation until he retired in 1979 . Inurnment with military honors will be in the Arlington National Cemetery x Arlington x Virginia . URL: http://www .nytimescom,Negative,987
400733,China signed 14 deals with Cambodia on Monday worth approximately $1 billion xworth $1dot2 billion xworth $853 million . URL: http://www .nytimescom,Negative,148
401387,GOTTSCHALKxAlfred . The United States Holocaust Memorial Museum mourns the passing of our devoted friend and colleague x Alfred Gottschalk . A refugee from Nazi Germany x he was instrumental in the Museum's formative years x serving on the President's Commission that established the Museum x and later on the governing Council and as chair of its Education and Academic committees . We offer our deepest condolences to his entire family . Fred S . Zeidman x Chairman Joel M . Geiderman x Vice Chairman Sara J . Bloomfield x Director United States Holocaust Memorial Museum URL: http://www .nytimescom,Negative,601
401597,China criticized the United States on Monday for sending six Chinese Uighur detainees from the American military prison at Guantanamo Bay x Cuba x to the Pacific island nation of Palau . China has demanded that the Uighurs be returned to China x but the United States has refuse to xa terrorist group listed by the United Nations x and that the United States had a duty to ''abide by UN resolutions and fulfill its international antiterror obligations .'' URL: http://www .nytimescom,Negative,483
401624,The Obama administration is establishing a new unit within the State Department for countering militant propaganda in Afghanistan and Pakistan x engaging more fully than ever in a war of words and ideas that it acknowledges the United States has been lose their xxown populations .''  This is particularly important x he said x in the border areas of Pakistan and across large parts of Afghanistan that for decades had only primitive communications .  In the tribal areas of Pakistan x for example x there are only four legal FM radio stations x compared with more than 150 illegal low watt stations run by militants x according to officials involved in the counterpropaganda effort . Some of the insurgent radio stations are mobile x broadcasting from vehicles or even donkey carts to (avoid) not detection and extend their reach . URL: http://www .nytimescom,Positive,860
401651,Somali government troops routed Islamist insurgents from a strategic central town after carrying out a predawn assault on Monday x witnesses said . The town x Beledweyne x has changed hands violently several times in recent months . It was a stronghold of the Shabab x an insurgent group that the United States says is a proxy for Al Qaeda . There was also fighting on Monday in Mogadishu x where witnesses said a mortar shell fired by African Union troops killed 12 people in the city's Bakara Market . A spokesman for the African Union peacekeeping force said the troops returned fire after a group of insurgents had attacked one of their bases . He said he was not aware of any casualties . Shabab fighters in northern Mogadishu also killed two men charged with spying for the government and the Central Intelligence Agency in connection with the killing of a senior Qaeda suspect this month . URL: http://www .nytimescom,Negative,924
401688,American evangelicals have approved a resolution calling for Congress to approve changes in immigration law . The resolution by the directors of the National Association of Evangelicals passed unanimously . The group represents the heads of 40 evangelical denominations . The president of the association x Leith Anderson x said the system for immigrating to the United States must change . The group recommends laws that would provide a path for immigrants to gain legal status x give priority to family reunification and reduce backlogs of such petitions . URL: http://www .nytimescom,Positive,586
401729,Two Georgia men received more than a decade each in prison for conspiring to xsupport terrorist groups by videotaping American landmarks and sending the videos overseas . One of the men x Ehsanul Islam Sadequee x 23 x was sentenced to 17 years in prison for four terror related charges at a hearing in the morning in Atlanta x and the other x Syed Haris Ahmed x 24 x received a 13 year sentence on a single charge . Prosecutors say Mr Sadequee and Mr Ahmed x who are United States citizens x (never) not posed an imminent threat to the country but took concrete steps to help terrorists . URL: http://www .nytimescom,Negative,616
